provider,hospital,hospcity,hospstate,hsanum,hsacity,hsastate,hrrnum,hrrcity,hrrstate
450099,Pampa Regional Medical Center,Pampa,TX,45203,Pampa,TX,383,Amarillo,TX
450101,Hillcrest Baptist Medical Center,Waco,TX,45265,Waco,TX,418,Waco,TX
450102,Mother Frances Hosp - Tyler,Tyler,TX,45260,Tyler,TX,416,Tyler,TX
450104,Guadalupe Regional Med Ctr,Seguin,TX,45233,Seguin,TX,412,San Antonio,TX
450107,Las Palmas Del Sol Healthcare,El Paso,TX,45086,El Paso,TX,393,El Paso,TX
450108,Connally Medical Center,Floresville,TX,45229,San Antonio,TX,412,San Antonio,TX
450119,South Texas Hlth Sys-Edinburg,Edinburg,TX,45083,Edinburg,TX,402,McAllen,TX
450123,Renaissance Hospital-Groves,Groves,TX,45212,Port Arthur,TX,386,Beaumont,TX
450124,University Med Ctr-Brackenridge,Austin,TX,45016,Austin,TX,385,Austin,TX
450128,Knapp Medical Center,Weslaco,TX,45271,Weslaco,TX,396,Harlingen,TX
450130,Nix Health Care System,San Antonio,TX,45229,San Antonio,TX,412,San Antonio,TX
450132,Medical Center Hlth Sys-Odessa,Odessa,TX,45198,Odessa,TX,406,Odessa,TX
450133,Midland Memorial Hospital,Midland,TX,45181,Midland,TX,406,Odessa,TX
450135,TX Hlth Harris Meth-Fort Worth,Fort Worth,TX,45095,Fort Worth,TX,394,Fort Worth,TX
450137,Baylor All Saints-Fort Worth,Fort Worth,TX,45095,Fort Worth,TX,394,Fort Worth,TX
450143,Smithville Regional Hospital,Smithville,TX,45016,Austin,TX,385,Austin,TX
450144,Permian Regional Medical Center,Andrews,TX,45008,Andrews,TX,400,Lubbock,TX
450147,DeTar Healthcare System,Victoria,TX,45264,Victoria,TX,417,Victoria,TX
450148,TX Hlth Harris Meth-Cleburne,Cleburne,TX,45052,Cleburne,TX,394,Fort Worth,TX
450152,Metroplex Adventist Hospital,Killeen,TX,45148,Killeen,TX,413,Temple,TX
450154,Val Verde Regional Med Ctr,Del Rio,TX,45071,Del Rio,TX,412,San Antonio,TX
450155,Hereford Regional Medical Center,Hereford,TX,45006,Amarillo,TX,383,Amarillo,TX
450162,Grace Medical Center,Lubbock,TX,45168,Lubbock,TX,400,Lubbock,TX
450163,CHRISTUS Spohn Hospital-Kleberg,Kingsville,TX,45149,Kingsville,TX,390,Corpus Christi,TX
450165,South Texas Reg Med Ctr-Jourdanton,Jourdanton,TX,45140,Jourdanton,TX,412,San Antonio,TX
450176,Mission Regional Medical Center,Mission,TX,45175,McAllen,TX,402,McAllen,TX
450177,Uvalde County Hospital Authority,Uvalde,TX,45261,Uvalde,TX,412,San Antonio,TX
450178,Pecos County Memorial Hospital,Fort Stockton,TX,45094,Fort Stockton,TX,406,Odessa,TX
450184,Memorial Hermann Northwest Hosp,Houston,TX,45131,Houston,TX,397,Houston,TX
450187,Scott & White Hospital-Brenham,Brenham,TX,45031,Brenham,TX,397,Houston,TX
450188,East Texas Med Ctr-Clarksville,Clarksville,TX,45051,Clarksville,TX,391,Dallas,TX
450192,Hill Regional Hospital,Hillsboro,TX,45129,Hillsboro,TX,418,Waco,TX
450193,St. Luke's Episcopal Hospital,Houston,TX,45131,Houston,TX,397,Houston,TX
450194,East Texas Med Ctr-Jacksonville,Jacksonville,TX,45138,Jacksonville,TX,416,Tyler,TX
450196,Paris Regional Medical Center,Paris,TX,45204,Paris,TX,391,Dallas,TX
450200,Wadley Regional Medical Center,Texarkana,TX,45253,Texarkana,TX,22,Texarkana,AR
450203,Weatherford Regional Med Ctr,Weatherford,TX,45267,Weatherford,TX,394,Fort Worth,TX
450209,Northwest Texas Healthcare Sys,Amarillo,TX,45006,Amarillo,TX,383,Amarillo,TX
450210,East Texas Med Ctr-Carthage,Carthage,TX,45045,Carthage,TX,219,Shreveport,LA
450211,Memorial Hlth Sys of East Texas,Lufkin,TX,45169,Lufkin,TX,397,Houston,TX
450213,University Hlth Sys-San Antonio,San Antonio,TX,45229,San Antonio,TX,412,San Antonio,TX
450214,Gulf Coast Medical Center,Wharton,TX,45273,Wharton,TX,397,Houston,TX
450219,Llano Memorial Healthcare System,Llano,TX,45163,Llano,TX,385,Austin,TX
450221,Moore County Hospital District,Dumas,TX,45078,Dumas,TX,383,Amarillo,TX
450222,Conroe Regional Medical Center,Conroe,TX,45060,Conroe,TX,397,Houston,TX
450229,Hendrick Health System,Abilene,TX,45001,Abilene,TX,382,Abilene,TX
450231,Baptist St. Anthony Health Sys,Amarillo,TX,45006,Amarillo,TX,383,Amarillo,TX
450234,Comanche County Medical Center,Comanche,TX,45059,Comanche,TX,382,Abilene,TX
450235,Memorial Hospital-Gonzales,Gonzales,TX,45109,Gonzales,TX,412,San Antonio,TX
450236,Hopkins County Memorial Hospital,Sulphur Springs,TX,45246,Sulphur Springs,TX,391,Dallas,TX
450237,CHRISTUS Santa Rosa Health Care,San Antonio,TX,45229,San Antonio,TX,412,San Antonio,TX
450241,Faith Community Hospital,Jacksboro,TX,45276,Wichita Falls,TX,420,Wichita Falls,TX
450243,Hamlin Memorial Hospital,Hamlin,TX,45121,Hamlin,TX,382,Abilene,TX
450253,Bellville General Hospital,Bellville,TX,45024,Bellville,TX,397,Houston,TX
450270,Lake Whitney Medical Center,Whitney,TX,45275,Whitney,TX,418,Waco,TX
450271,Wise Regional Health System,Decatur,TX,45070,Decatur,TX,391,Dallas,TX
450272,Central Texas Med Ctr-San Marcos,San Marcos,TX,45232,San Marcos,TX,385,Austin,TX
450280,Baylor Med Ctr at Garland,Garland,TX,45100,Garland,TX,391,Dallas,TX
450283,Cozby-Germany Hospital,Grand Saline,TX,45260,Tyler,TX,416,Tyler,TX
450289,Harris County Hospital District,Houston,TX,45131,Houston,TX,397,Houston,TX
450292,TX Hlth Presbyterian-Kaufman,Kaufman,TX,45143,Kaufman,TX,391,Dallas,TX
450293,Frio Regional Hospital,Pearsall,TX,45229,San Antonio,TX,412,San Antonio,TX
450296,Cleveland Regional Med Ctr,Cleveland,TX,45053,Cleveland,TX,397,Houston,TX
450299,College Station Medical Center,College Station,TX,45036,Bryan,TX,388,Bryan,TX
450306,Stamford Memorial Hospital,Stamford,TX,45001,Abilene,TX,382,Abilene,TX
450315,Vista Hospital of Dallas,Garland,TX,45100,Garland,TX,391,Dallas,TX
450324,Texoma Medical Center,Denison,TX,45072,Denison,TX,391,Dallas,TX
450330,OakBend Medical Center,Richmond,TX,45221,Richmond,TX,397,Houston,TX
450340,San Angelo Community Med Ctr,San Angelo,TX,45228,San Angelo,TX,411,San Angelo,TX
450346,Baptist Hosps of Southeast Texas,Beaumont,TX,45021,Beaumont,TX,386,Beaumont,TX
450347,Huntsville Memorial Hospital,Huntsville,TX,45134,Huntsville,TX,397,Houston,TX
450348,Falls Community Hosp and Clinic,Marlin,TX,45173,Marlin,TX,418,Waco,TX
450351,TX Hlth Harris Meth-Stephenville,Stephenville,TX,45245,Stephenville,TX,394,Fort Worth,TX
450352,Hunt Memorial Hospital District,Greenville,TX,45115,Greenville,TX,391,Dallas,TX
450358,The Methodist Hospital-Houston,Houston,TX,45131,Houston,TX,397,Houston,TX
450369,Childress Regional Med Ctr,Childress,TX,45048,Childress,TX,383,Amarillo,TX
450370,Columbus Community Hospital,Columbus,TX,45058,Columbus,TX,397,Houston,TX
450372,Baylor Med Ctr at Waxahachie,Waxahachie,TX,45266,Waxahachie,TX,391,Dallas,TX
450373,East Texas Med Ctr-Mount Vernon,Mount Vernon,TX,45188,Mount Vernon,TX,416,Tyler,TX
450379,Dallas Medical Center,Dallas,TX,45068,Dallas,TX,391,Dallas,TX
450388,Methodist Hospital-San Antonio,San Antonio,TX,45229,San Antonio,TX,412,San Antonio,TX
450389,East Texas Med Ctr-Athens,Athens,TX,45014,Athens,TX,391,Dallas,TX
450395,Memorial Med Ctr-Livingston,Livingston,TX,45169,Lufkin,TX,397,Houston,TX
450399,Brownfield Regional Med Ctr,Brownfield,TX,45168,Lubbock,TX,400,Lubbock,TX
450400,Parkview Regional Hospital-Mexia,Mexia,TX,45180,Mexia,TX,418,Waco,TX
450403,Medical Center of McKinney,McKinney,TX,45177,McKinney,TX,391,Dallas,TX
450411,Eastland Memorial Hospital,Eastland,TX,45081,Eastland,TX,382,Abilene,TX
450419,TX Hlth Harris Meth-Azle,Azle,TX,45017,Azle,TX,394,Fort Worth,TX
450422,Baylor Med Ctr at Uptown,Dallas,TX,45068,Dallas,TX,391,Dallas,TX
450424,San Jacinto Methodist Hospital,Baytown,TX,45020,Baytown,TX,397,Houston,TX
450431,St. David's Medical Center,Austin,TX,45016,Austin,TX,385,Austin,TX
450438,Colorado-Fayette Medical Center,Weimar,TX,45269,Weimar,TX,397,Houston,TX
450446,Riverside General Hospital,Houston,TX,45131,Houston,TX,397,Houston,TX
450447,Navarro Regional Hospital,Corsicana,TX,45062,Corsicana,TX,391,Dallas,TX
450451,Glen Rose Medical Center,Glen Rose,TX,45106,Glen Rose,TX,394,Fort Worth,TX
450460,Tyler County Hospital,Woodville,TX,45280,Woodville,TX,386,Beaumont,TX
450462,TX Hlth Presbyterian-Dallas,Dallas,TX,45068,Dallas,TX,391,Dallas,TX
450465,Matagorda Regional Med Ctr,Bay City,TX,45019,Bay City,TX,397,Houston,TX
450469,TX Hlth Presbyterian-WNJ,Sherman,TX,45237,Sherman,TX,391,Dallas,TX
450475,East Texas Med Ctr-Henderson,Henderson,TX,45125,Henderson,TX,416,Tyler,TX
450484,Woodland Heights Medical Center,Lufkin,TX,45169,Lufkin,TX,397,Houston,TX
450488,Allegiance Spec Hosp-Kilgore,Kilgore,TX,45147,Kilgore,TX,399,Longview,TX
450489,Medical Arts Hospital,Lamesa,TX,45168,Lubbock,TX,400,Lubbock,TX
450497,Bowie Memorial Hospital,Bowie,TX,45028,Bowie,TX,420,Wichita Falls,TX
450498,Stephens Memorial Hospital,Breckenridge,TX,45030,Breckenridge,TX,382,Abilene,TX
450508,Nacogdoches Memorial Hospital,Nacogdoches,TX,45191,Nacogdoches,TX,397,Houston,TX
450518,The Medical Center of Southeast TX,Port Arthur,TX,45212,Port Arthur,TX,386,Beaumont,TX
450530,Mainland Medical Center,Texas City,TX,45254,Texas City,TX,397,Houston,TX
450537,Methodist Richardson Med Ctr,Richardson,TX,45068,Dallas,TX,391,Dallas,TX
450539,Covenant Hospital-Plainview,Plainview,TX,45168,Lubbock,TX,400,Lubbock,TX
450547,East Texas Med Ctr-Quitman,Quitman,TX,45216,Quitman,TX,416,Tyler,TX
450558,Abilene Regional Medical Center,Abilene,TX,45001,Abilene,TX,382,Abilene,TX
450563,Baylor Reg Med Ctr at Grapevine,Grapevine,TX,45114,Grapevine,TX,391,Dallas,TX
450565,Palo Pinto General Hospital,Mineral Wells,TX,45182,Mineral Wells,TX,394,Fort Worth,TX
450571,Shannon Medical Center,San Angelo,TX,45228,San Angelo,TX,411,San Angelo,TX
450573,CHRISTUS Jasper Memorial Hosp,Jasper,TX,45139,Jasper,TX,386,Beaumont,TX
450578,Hemphill County Hospital,Canadian,TX,45041,Canadian,TX,383,Amarillo,TX
450580,East Texas Med Ctr-Crockett,Crockett,TX,45064,Crockett,TX,416,Tyler,TX
450584,Wilbarger General Hospital,Vernon,TX,45263,Vernon,TX,420,Wichita Falls,TX
450586,Seymour Hospital,Seymour,TX,45235,Seymour,TX,420,Wichita Falls,TX
450587,Brownwood Regional Med Ctr,Brownwood,TX,45035,Brownwood,TX,382,Abilene,TX
450591,Angleton Danbury Medical Center,Angleton,TX,45009,Angleton,TX,397,Houston,TX
450596,Lake Granbury Medical Center,Granbury,TX,45111,Granbury,TX,394,Fort Worth,TX
450597,Cuero Community Hospital,Cuero,TX,45066,Cuero,TX,417,Victoria,TX
450604,Hill Country Memorial Hospital,Fredericksburg,TX,45096,Fredericksburg,TX,412,San Antonio,TX
450605,Care Regional Medical Center,Aransas Pass,TX,45011,Aransas Pass,TX,390,Corpus Christi,TX
450610,Memorial Hermann Memorial City,Houston,TX,45131,Houston,TX,397,Houston,TX
450615,Atlanta Memorial Hospital,Atlanta,TX,45015,Atlanta,TX,22,Texarkana,AR
450617,Clear Lake Regional Medical Ctr,Webster,TX,45268,Webster,TX,397,Houston,TX
450620,Dimmit County Memorial Hospital,Carrizo Springs,TX,45043,Carrizo Springs,TX,412,San Antonio,TX
450630,Spring Branch Medical Center,Houston,TX,45131,Houston,TX,397,Houston,TX
450634,Denton Regional Medical Center,Denton,TX,45073,Denton,TX,391,Dallas,TX
450638,Houston Northwest Medical Center,Houston,TX,45131,Houston,TX,397,Houston,TX
450639,TX Hlth Harris Meth-Hurst-Euless,Bedford,TX,45022,Bedford,TX,394,Fort Worth,TX
450641,Nocona General Hospital,Nocona,TX,45197,Nocona,TX,391,Dallas,TX
450643,Doctors Hospital of Laredo,Laredo,TX,45156,Laredo,TX,412,San Antonio,TX
450644,West Houston Medical Center,Houston,TX,45131,Houston,TX,397,Houston,TX
450647,Medical City Dallas Hospital,Dallas,TX,45068,Dallas,TX,391,Dallas,TX
450651,Medical Center of Plano,Plano,TX,45211,Plano,TX,391,Dallas,TX
450653,Scenic Mountain Medical Center,Big Spring,TX,45026,Big Spring,TX,400,Lubbock,TX
450654,Starr County Memorial Hospital,Rio Grande City,TX,45175,McAllen,TX,402,McAllen,TX
450656,Nacogdoches Medical Center,Nacogdoches,TX,45191,Nacogdoches,TX,397,Houston,TX
450658,East Texas Med Ctr-Fairfield,Fairfield,TX,45090,Fairfield,TX,418,Waco,TX
450659,Park Plaza Hospital,Houston,TX,45131,Houston,TX,397,Houston,TX
450661,Odessa Regional Medical Center,Odessa,TX,45198,Odessa,TX,406,Odessa,TX
450662,Valley Regional Medical Center,Brownsville,TX,45034,Brownsville,TX,396,Harlingen,TX
450668,Sierra Medical Center,El Paso,TX,45086,El Paso,TX,393,El Paso,TX
450669,Medical Center of Lewisville,Lewisville,TX,45158,Lewisville,TX,391,Dallas,TX
450670,Tomball Regional Medical Center,Tomball,TX,45257,Tomball,TX,397,Houston,TX
450672,Plaza Med Ctr of Fort Worth,Fort Worth,TX,45095,Fort Worth,TX,394,Fort Worth,TX
450674,The Woman's Hospital of Texas,Houston,TX,45131,Houston,TX,397,Houston,TX
450675,Medical Center of Arlington,Arlington,TX,45012,Arlington,TX,394,Fort Worth,TX
450677,Huguley Memorial Medical Center,Fort Worth,TX,45095,Fort Worth,TX,394,Fort Worth,TX
450678,Doctors Hosp at White Rock Lake,Dallas,TX,45068,Dallas,TX,391,Dallas,TX
450683,Renaissance Hospital-Terrell,Terrell,TX,45252,Terrell,TX,391,Dallas,TX
450684,Memorial Hermann Northeast,Humble,TX,45133,Humble,TX,397,Houston,TX
450686,University Med Ctr-Lubbock,Lubbock,TX,45168,Lubbock,TX,400,Lubbock,TX
450688,Dallas Regional Med Ctr-Mesquite,Mesquite,TX,45068,Dallas,TX,391,Dallas,TX
450690,Univ of TX Hlth Science Ctr-Tyler,Tyler,TX,45260,Tyler,TX,416,Tyler,TX
450694,El Campo Memorial Hospital,El Campo,TX,45085,El Campo,TX,397,Houston,TX
450697,Southwest General Hospital,San Antonio,TX,45229,San Antonio,TX,412,San Antonio,TX
450698,Lamb Healthcare Center,Littlefield,TX,45168,Lubbock,TX,400,Lubbock,TX
450702,Longview Regional Medical Center,Longview,TX,45167,Longview,TX,399,Longview,TX
450709,CHRISTUS St. John Hospital,Nassau Bay,TX,45268,Webster,TX,397,Houston,TX
450711,Rio Grande Regional Hospital,McAllen,TX,45175,McAllen,TX,402,McAllen,TX
450713,St. David's South Austin Med Ctr,Austin,TX,45016,Austin,TX,385,Austin,TX
450716,Cypress Fairbanks Medical Center,Houston,TX,45131,Houston,TX,397,Houston,TX
450718,St. David's Round Rock Med Ctr,Round Rock,TX,45225,Round Rock,TX,385,Austin,TX
450723,Methodist Charlton Med Ctr,Dallas,TX,45068,Dallas,TX,391,Dallas,TX
450730,Baylor Med Ctr at Carrollton,Carrollton,TX,45068,Dallas,TX,391,Dallas,TX
450742,Lake Pointe Medical Center,Rowlett,TX,45226,Rowlett,TX,391,Dallas,TX
450743,TX Hlth Presbyterian-Denton,Denton,TX,45073,Denton,TX,391,Dallas,TX
450746,Knox County Hospital,Knox City,TX,45150,Knox City,TX,420,Wichita Falls,TX
450747,Palestine Regional Med Ctr-East,Palestine,TX,45202,Palestine,TX,416,Tyler,TX
450749,East Texas Med Ctr-Trinity,Trinity,TX,45258,Trinity,TX,397,Houston,TX
450754,Hamilton General Hospital,Hamilton,TX,45120,Hamilton,TX,418,Waco,TX
450755,Covenant Hospital-Levelland,Levelland,TX,45168,Lubbock,TX,400,Lubbock,TX
450766,UT SW Med Ctr-Zale Lipshy,Dallas,TX,45068,Dallas,TX,391,Dallas,TX
450770,Central Texas Hospital-Cameron,Cameron,TX,45040,Cameron,TX,413,Temple,TX
450771,TX Hlth Presbyterian-Plano,Plano,TX,45211,Plano,TX,391,Dallas,TX
450774,TOPS Surgical Specialty Hospital,Houston,TX,45131,Houston,TX,397,Houston,TX
450775,Kingwood Medical Center,Kingwood,TX,45131,Houston,TX,397,Houston,TX
450779,TX Hlth Harris Meth-SW Fort Worth,Fort Worth,TX,45095,Fort Worth,TX,394,Fort Worth,TX
450780,Methodist Ambulatory Surg Hosp,San Antonio,TX,45229,San Antonio,TX,412,San Antonio,TX
450788,Corpus Christi Medical Center,Corpus Christi,TX,45061,Corpus Christi,TX,390,Corpus Christi,TX
450795,St. Anthony's Hospital,Houston,TX,45131,Houston,TX,397,Houston,TX
450801,CHRISTUS St. Michael Health Sys,Texarkana,TX,45253,Texarkana,TX,22,Texarkana,AR
450803,Doctor's Hospital - Tidwell,Houston,TX,45131,Houston,TX,397,Houston,TX
450804,Texas Orthopedic Hospital,Houston,TX,45131,Houston,TX,397,Houston,TX
450808,Northwest Hills Surgical Hosp,Austin,TX,45016,Austin,TX,385,Austin,TX
450809,St. David's North Austin Med Ctr,Austin,TX,45016,Austin,TX,385,Austin,TX
450813,Community General Hospital,Dilley,TX,45229,San Antonio,TX,412,San Antonio,TX
450820,Methodist Sugar Land Hospital,Sugar Land,TX,45131,Houston,TX,397,Houston,TX
450822,Las Colinas Medical Center,Irving,TX,45068,Dallas,TX,391,Dallas,TX
450825,Cornerstone Regional Hospital,Edinburg,TX,45083,Edinburg,TX,402,McAllen,TX
450827,Kell West Regional Hospital,Wichita Falls,TX,45276,Wichita Falls,TX,420,Wichita Falls,TX
450828,CHRISTUS Spohn Hospital-Alice,Alice,TX,45003,Alice,TX,390,Corpus Christi,TX
450831,Surg Specialty Hosps of America,Pasadena,TX,45205,Pasadena,TX,397,Houston,TX
450832,CHRISTUS St. Catherine Hospital,Katy,TX,45131,Houston,TX,397,Houston,TX
450833,Ennis Regional Medical Center,Ennis,TX,45089,Ennis,TX,391,Dallas,TX
450834,The Physicians Centre Hospital,Bryan,TX,45036,Bryan,TX,388,Bryan,TX
450839,Shelby Regional Medical Center,Center,TX,45191,Nacogdoches,TX,397,Houston,TX
450840,TX Hlth Presbyterian-Allen,Allen,TX,45211,Plano,TX,391,Dallas,TX
450841,Brownsville Doctors Hospital,Brownsville,TX,45034,Brownsville,TX,396,Harlingen,TX
450844,Methodist Willowbrook Hospital,Houston,TX,45131,Houston,TX,397,Houston,TX
450845,El Paso Specialty Hospital,El Paso,TX,45086,El Paso,TX,393,El Paso,TX
450847,Memorial Hermann Katy Hospital,Katy,TX,45142,Katy,TX,397,Houston,TX
450848,Memorial Hermann Sugar Land Hosp,Sugar Land,TX,45131,Houston,TX,397,Houston,TX
450851,Baylor Jack & Jane Heart/Vascular,Dallas,TX,45068,Dallas,TX,391,Dallas,TX
450853,Baylor Med Ctr at Frisco,Frisco,TX,45177,McKinney,TX,391,Dallas,TX
450855,Harlingen Medical Center,Harlingen,TX,45122,Harlingen,TX,396,Harlingen,TX
450856,South Texas Spine and Surg Hosp,San Antonio,TX,45229,San Antonio,TX,412,San Antonio,TX
450860,Sugar Land Surgical Hospital,Sugar Land,TX,45131,Houston,TX,397,Houston,TX
450862,St. Luke's The Woodlands Hosp,The Woodlands,TX,45060,Conroe,TX,397,Houston,TX
450864,Texas Spine & Joint Hospital,Tyler,TX,45260,Tyler,TX,416,Tyler,TX
450865,Seton Southwest Healthcare Ctr,Austin,TX,45016,Austin,TX,385,Austin,TX
450867,Seton Northwest Hospital,Austin,TX,45016,Austin,TX,385,Austin,TX
450869,Doctor's Hospital at Renaissance,Edinburg,TX,45083,Edinburg,TX,402,McAllen,TX
450871,Austin Surgical Hospital,Austin,TX,45016,Austin,TX,385,Austin,TX
450872,USMD Hospital at Arlington,Arlington,TX,45012,Arlington,TX,394,Fort Worth,TX
450874,Irving Coppell Surgical Hospital,Irving,TX,45068,Dallas,TX,391,Dallas,TX
450875,Physicians Surg Hosp-Quail Creek,Amarillo,TX,45006,Amarillo,TX,383,Amarillo,TX
450876,Lubbock Heart Hospital,Lubbock,TX,45168,Lubbock,TX,400,Lubbock,TX
450877,East El Paso Physicians Med Ctr,El Paso,TX,45086,El Paso,TX,393,El Paso,TX
450878,Methodist Texsan Hospital,San Antonio,TX,45229,San Antonio,TX,412,San Antonio,TX
450880,Baylor Surg Hosp at Fort Worth,Fort Worth,TX,45095,Fort Worth,TX,394,Fort Worth,TX
450883,Baylor Med Ctr at Trophy Club,Trophy Club,TX,45114,Grapevine,TX,391,Dallas,TX
450884,East Texas Med Ctr-Gilmer,Gilmer,TX,45104,Gilmer,TX,416,Tyler,TX
450885,Centennial Medical Center,Frisco,TX,45177,McKinney,TX,391,Dallas,TX
450886,Southwest Surgical Hospital,Hurst,TX,45022,Bedford,TX,394,Fort Worth,TX
450888,TX Hlth Harris Meth-Southlake,Southlake,TX,45114,Grapevine,TX,391,Dallas,TX
450890,Baylor Reg Med Ctr at Plano,Plano,TX,45211,Plano,TX,391,Dallas,TX
450891,TX Hlth Ctr for Diagnostic & Surg,Plano,TX,45211,Plano,TX,391,Dallas,TX
450893,North Texas Hospital-Denton,Denton,TX,45073,Denton,TX,391,Dallas,TX
450894,Pine Creek Medical Center,Dallas,TX,45068,Dallas,TX,391,Dallas,TX
451300,Parmer Medical Center,Friona,TX,45097,Friona,TX,383,Amarillo,TX
451301,Reagan Memorial Hospital,Big Lake,TX,45228,San Angelo,TX,411,San Angelo,TX
451302,Good Shepherd Med Ctr-Linden,Linden,TX,45160,Linden,TX,399,Longview,TX
451303,Limestone Medical Center,Groesbeck,TX,45116,Groesbeck,TX,418,Waco,TX
451304,Schleicher County Medical Center,Eldorado,TX,45228,San Angelo,TX,411,San Angelo,TX
451305,Burleson St. Joseph Health Ctr,Caldwell,TX,45039,Caldwell,TX,388,Bryan,TX
451306,Kimble Hospital,Junction,TX,45141,Junction,TX,412,San Antonio,TX
451307,Iraan General Hospital,Iraan,TX,45135,Iraan,TX,411,San Angelo,TX
451308,Yoakum County Hospital,Denver City,TX,45168,Lubbock,TX,400,Lubbock,TX
451309,McCamey County Hospital District,McCamey,TX,45176,McCamey,TX,406,Odessa,TX
451310,Ballinger Memorial Hospital,Ballinger,TX,45228,San Angelo,TX,411,San Angelo,TX
451311,Sweeny Community Hospital,Sweeny,TX,45131,Houston,TX,397,Houston,TX
451312,Rice Medical Center,Eagle Lake,TX,45079,Eagle Lake,TX,397,Houston,TX
451313,Fisher County Hospital District,Rotan,TX,45224,Rotan,TX,382,Abilene,TX
451314,Winkler County Memorial Hospital,Kermit,TX,45145,Kermit,TX,406,Odessa,TX
451315,North Runnels Hospital,Winters,TX,45279,Winters,TX,411,San Angelo,TX
451316,Madison St. Joseph Health Center,Madisonville,TX,45171,Madisonville,TX,388,Bryan,TX
451317,Refugio County Memorial Hospital,Refugio,TX,45219,Refugio,TX,417,Victoria,TX
451318,Stonewall Memorial Hospital,Aspermont,TX,45013,Aspermont,TX,382,Abilene,TX
451319,Mother Frances Hosp - Jacksonville,Jacksonville,TX,45138,Jacksonville,TX,416,Tyler,TX
451320,Chambers Cty Public Hosp Dist 1,Anahuac,TX,45007,Anahuac,TX,397,Houston,TX
451321,Hunt Regional Community Hospital,Commerce,TX,45115,Greenville,TX,391,Dallas,TX
451322,Grimes St. Joseph Health Center,Navasota,TX,45194,Navasota,TX,388,Bryan,TX
451323,Rollins-Brook Community Hospital,Lampasas,TX,45148,Killeen,TX,413,Temple,TX
451324,Lillian M. Hudspeth Mem Hosp,Sonora,TX,45241,Sonora,TX,411,San Angelo,TX
451325,Concho County Hospital,Eden,TX,45228,San Angelo,TX,411,San Angelo,TX
451326,Chillicothe Hospital District,Chillicothe,TX,45049,Chillicothe,TX,420,Wichita Falls,TX
451328,Winnie Community Hospital,Winnie,TX,45277,Winnie,TX,386,Beaumont,TX
451329,Rankin Hospital District,Rankin,TX,45218,Rankin,TX,411,San Angelo,TX
451330,Medina Regional Hospital,Hondo,TX,45229,San Antonio,TX,412,San Antonio,TX
451331,Coon Memorial Hospital and Home,Dalhart,TX,45006,Amarillo,TX,383,Amarillo,TX
451332,Palacios Community Med Ctr,Palacios,TX,45201,Palacios,TX,397,Houston,TX
451333,Martin County Hospital District,Stanton,TX,45181,Midland,TX,406,Odessa,TX
451334,Parkview Hospital-Wheeler,Wheeler,TX,45274,Wheeler,TX,383,Amarillo,TX
451335,Muenster Memorial Hospital,Muenster,TX,45189,Muenster,TX,391,Dallas,TX
451337,W.J. Mangold Memorial Hospital,Lockney,TX,45168,Lubbock,TX,400,Lubbock,TX
451338,Culberson Hospital,Van Horn,TX,45086,El Paso,TX,393,El Paso,TX
451339,Throckmorton Cty Memorial Hosp,Throckmorton,TX,45276,Wichita Falls,TX,420,Wichita Falls,TX
451340,Shamrock General Hospital,Shamrock,TX,45236,Shamrock,TX,383,Amarillo,TX
451341,Haskell Memorial Hospital,Haskell,TX,45123,Haskell,TX,382,Abilene,TX
451342,Mitchell County Hospital,Colorado City,TX,45057,Colorado City,TX,400,Lubbock,TX
451343,Electra Memorial Hospital,Electra,TX,45088,Electra,TX,420,Wichita Falls,TX
451344,Hansford Hospital,Spearman,TX,45006,Amarillo,TX,383,Amarillo,TX
451345,Crosbyton Clinic Hospital,Crosbyton,TX,45065,Crosbyton,TX,400,Lubbock,TX
451346,Yoakum Community Hospital,Yoakum,TX,45264,Victoria,TX,417,Victoria,TX
451347,Coleman County Medical Center,Coleman,TX,45055,Coleman,TX,382,Abilene,TX
451348,Heart of Texas Memorial Hospital,Brady,TX,45029,Brady,TX,411,San Angelo,TX
451349,Swisher Memorial Hosp District,Tulia,TX,45006,Amarillo,TX,383,Amarillo,TX
451350,Plains Memorial Hospital,Dimmitt,TX,45076,Dimmitt,TX,400,Lubbock,TX
451351,Lynn County Hospital District,Tahoka,TX,45168,Lubbock,TX,400,Lubbock,TX
451352,Hardeman County Memorial Hosp,Quanah,TX,45215,Quanah,TX,420,Wichita Falls,TX
451353,Crane Memorial Hospital,Crane,TX,45198,Odessa,TX,406,Odessa,TX
451354,Hamilton Hospital-Olney,Olney,TX,45199,Olney,TX,420,Wichita Falls,TX
451355,Collingsworth General Hospital,Wellington,TX,45270,Wellington,TX,383,Amarillo,TX
451356,Memorial Med Ctr-Port Lavaca,Port Lavaca,TX,45213,Port Lavaca,TX,397,Houston,TX
451357,Little River Medical Center,Rockdale,TX,45223,Rockdale,TX,413,Temple,TX
451358,Memorial Hospital-Seminole,Seminole,TX,45168,Lubbock,TX,400,Lubbock,TX
451359,Ochiltree General Hospital,Perryton,TX,45208,Perryton,TX,383,Amarillo,TX
451360,Memorial Med Ctr-San Augustine,San Augustine,TX,45191,Nacogdoches,TX,397,Houston,TX
451361,Sabine County Hospital,Hemphill,TX,45124,Hemphill,TX,397,Houston,TX
451362,Clay County Memorial Hospital,Henrietta,TX,45276,Wichita Falls,TX,420,Wichita Falls,TX
